 224.9820861816 -11.5000000000   1.5486329794   0.9781829715   0.0675918460   0.0675918460   0.0008430680   0.0008430680
 224.6683654785 -11.5000000000   1.6086509228   0.9768189788   0.0652157664   0.0652157664   0.0008514199   0.0008514199
 224.3389282227 -11.5000000000   1.6715583801   0.9753866196   0.0627235472   0.0627235472   0.0008602924   0.0008602924
 223.9929962158 -11.5000000000   1.7374866009   0.9738826156   0.0601122528   0.0601122528   0.0008696814   0.0008696814
 223.6297302246 -11.5000000000   1.8065726757   0.9723031521   0.0573774204   0.0573774204   0.0008794669   0.0008794669
 223.2482910156 -11.5000000000   1.8789620399   0.9706447721   0.0545054749   0.0545054749   0.0008894261   0.0008894261
 222.8477325439 -11.5000000000   1.9548099041   0.9689031839   0.0514728725   0.0514728725   0.0008987829   0.0008987829
 222.4271240234 -11.5000000000   2.0342791080   0.9670744538   0.0481439978   0.0481439978   0.0009105842   0.0009105842
 221.9854583740 -11.5000000000   2.1175405979   0.9651541710   0.0448121727   0.0448121727   0.0009269438   0.0009269438
 221.5216674805 -11.5000000000   2.2047729492   0.9631376863   0.0417742878   0.0417742878   0.0009381614   0.0009381614
 221.0346374512 -11.5000000000   2.2961635590   0.9610201716   0.0383962505   0.0383962505   0.0009421285   0.0009421285
 220.5232238770 -11.5000000000   2.3919093609   0.9587966204   0.0344470963   0.0344470963   0.0009518819   0.0009518819
 219.9861907959 -11.5000000000   2.4922196865   0.9564617276   0.0304642301   0.0304642301   0.0009683846   0.0009683846
 219.4222717285 -11.5000000000   2.5973184109   0.9540098906   0.0264414512   0.0264414512   0.0009828390   0.0009828390
 218.8301239014 -11.5000000000   2.7074420452   0.9514353275   0.0221623071   0.0221623071   0.0009950666   0.0009950666
 218.2083129883 -11.5000000000   2.8228394985   0.9487317801   0.0176829547   0.0176829547   0.0010073263   0.0010073263
 217.5553588867 -11.5000000000   2.9437696934   0.9458928704   0.0130062345   0.0130062345   0.0010187019   0.0010187019
 216.8697357178 -11.5000000000   3.0705070496   0.9429119229   0.0080823181   0.0080823181   0.0010287813   0.0010287813
 216.1497650146 -11.5000000000   3.2033452988   0.9397816062   0.0026708890   0.0026708890   0.0010433993   0.0010433993
 215.3937683105 -11.5000000000   3.3425993919   0.9364946485  -0.0027453471  -0.0027453471   0.0010621925   0.0010621925
 214.5999298096 -11.5000000000   3.4886050224   0.9330431819  -0.0078758495  -0.0078758495   0.0010700681   0.0010700681
 213.7663574219 -11.5000000000   3.6417090893   0.9294189215  -0.0138611523  -0.0138611523   0.0010730309   0.0010730309
 212.8910827637 -11.5000000000   3.8022761345   0.9256134033  -0.0207974873  -0.0207974873   0.0010912238   0.0010912238
 211.9720001221 -11.5000000000   3.9706923962   0.9216173887  -0.0276437886  -0.0276437886   0.0011175084   0.0011175084
 211.0069427490 -11.5000000000   4.1473670006   0.9174215198  -0.0346203893  -0.0346203893   0.0011380414   0.0011380414
 209.9935913086 -11.5000000000   4.3327288628   0.9130156040  -0.0421055220  -0.0421055220   0.0011558771   0.0011558771
 208.9295501709 -11.5000000000   4.5272035599   0.9083893299  -0.0499498099  -0.0499498099   0.0011745177   0.0011745177
 207.8122863770 -11.5000000000   4.7312302589   0.9035316706  -0.0581594706  -0.0581594706   0.0011919100   0.0011919100
 206.6809539795 -11.5000000000   4.9376535416   0.8986128569  -0.0666711256  -0.0666711256   0.0012077939   0.0012077939
 205.5506591797 -11.5000000000   5.1437416077   0.8936985135  -0.0754425824  -0.0754425824   0.0012240590   0.0012240590
 204.4213104248 -11.5000000000   5.3494844437   0.8887882829  -0.0844086930  -0.0844086930   0.0012416467   0.0012416467
 203.2928924561 -11.5000000000   5.5548558235   0.8838821650  -0.0935354382  -0.0935354382   0.0012595817   0.0012595817
 202.1653442383 -11.5000000000   5.7598385811   0.8789797425  -0.1028274298  -0.1028274298   0.0012780050   0.0012780050
 201.0386047363 -11.5000000000   5.9644250870   0.8740808964  -0.1122482270  -0.1122482270   0.0012980587   0.0012980587
 199.9126434326 -11.5000000000   6.1685962677   0.8691853881  -0.1217331961  -0.1217331961   0.0013194269   0.0013194269
 198.7873992920 -11.5000000000   6.3723182678   0.8642930388  -0.1313306987  -0.1313306987   0.0013411011   0.0013411011
 197.6628417969 -11.5000000000   6.5755572319   0.8594036698  -0.1410623193  -0.1410623193   0.0013629750   0.0013629750
 196.5388793945 -11.5000000000   6.7782773972   0.8545168638  -0.1509144902  -0.1509144902   0.0013848868   0.0013848868
 195.4154968262 -11.5000000000   6.9804425240   0.8496326208  -0.1609563529  -0.1609563529   0.0014068390   0.0014068390
 194.2926177979 -11.5000000000   7.1820030212   0.8447505236  -0.1711948663  -0.1711948663   0.0014286062   0.0014286062
 193.1702117920 -11.5000000000   7.3828988075   0.8398705125  -0.1817397475  -0.1817397475   0.0014505291   0.0014505291
 192.0481872559 -11.5000000000   7.5830664635   0.8349921107  -0.1926555037  -0.1926555037   0.0014757611   0.0014757611
 190.9265289307 -11.5000000000   7.7824339867   0.8301153183  -0.2037191093  -0.2037191093   0.0015056966   0.0015056966
 189.8051452637 -11.5000000000   7.9809255600   0.8252397776  -0.2149068117  -0.2149068117   0.0015376926   0.0015376926
 188.6839904785 -11.5000000000   8.1784553528   0.8203651905  -0.2262840718  -0.2262840718   0.0015674003   0.0015674003
 187.5630035400 -11.5000000000   8.3749322891   0.8154913187  -0.2377061099  -0.2377061099   0.0015917452   0.0015917452
 186.4421234131 -11.5000000000   8.5702466965   0.8106179237  -0.2492767870  -0.2492767870   0.0016214979   0.0016214979
 185.3212890625 -11.5000000000   8.7642621994   0.8057447076  -0.2611825466  -0.2611825466   0.0016590729   0.0016590729
 184.2004241943 -11.5000000000   8.9568405151   0.8008714318  -0.2732723355  -0.2732723355   0.0016924002   0.0016924002
 183.0794677734 -11.5000000000   9.1478271484   0.7959976792  -0.2857578993  -0.2857578993   0.0017308010   0.0017308010
 181.9583435059 -11.5000000000   9.3370656967   0.7911232114  -0.2980098724  -0.2980098724   0.0017774124   0.0017774124
 180.8369750977 -11.5000000000   9.5243911743   0.7862477303  -0.3094265461  -0.3094265461   0.0018135280   0.0018135280
 179.7153167725 -11.5000000000   9.7096271515   0.7813709378  -0.3213743567  -0.3213743567   0.0018511742   0.0018511742
 178.5932922363 -11.5000000000   9.8925952911   0.7764925957  -0.3344122767  -0.3344122767   0.0019052628   0.0019052628
 177.4708099365 -11.5000000000  10.0731163025   0.7716122270  -0.3473908901  -0.3473908901   0.0019640315   0.0019640315
 176.3478240967 -11.5000000000  10.2510166168   0.7667296529  -0.3599079549  -0.3599079549   0.0020185539   0.0020185539
 175.2242736816 -11.5000000000  10.4261245727   0.7618446946  -0.3723300695  -0.3723300695   0.0020676511   0.0020676511
 174.1000976562 -11.5000000000  10.5982961655   0.7569569349  -0.3846066594  -0.3846066594   0.0021159542   0.0021159542
 172.9752349854 -11.5000000000  10.7673950195   0.7520662546  -0.3966489732  -0.3966489732   0.0021649566   0.0021649566
 171.8496246338 -11.5000000000  10.9332952499   0.7471722960  -0.4084351659  -0.4084351659   0.0022139179   0.0022139179
 170.7232360840 -11.5000000000  11.0958976746   0.7422749400  -0.4198962450  -0.4198962450   0.0022623274   0.0022623274
 169.5959930420 -11.5000000000  11.2551069260   0.7373738885  -0.4309843779  -0.4309843779   0.0023088471   0.0023088471
 168.4678802490 -11.5000000000  11.4108667374   0.7324690223  -0.4416895211  -0.4416895211   0.0023530643   0.0023530643
 167.3388671875 -11.5000000000  11.5631551743   0.7275602818  -0.4519995451  -0.4519995451   0.0023958667   0.0023958667
 166.2088928223 -11.5000000000  11.7119560242   0.7226473689  -0.4618471265  -0.4618471265   0.0024370975   0.0024370975
 165.0779418945 -11.5000000000  11.8572759628   0.7177301645  -0.4711826444  -0.4711826444   0.0024757630   0.0024757630
 163.9459686279 -11.5000000000  11.9991302490   0.7128085494  -0.4800147414  -0.4800147414   0.0025108191   0.0025108191
 162.8129577637 -11.5000000000  12.1375417709   0.7078824043  -0.4883477688  -0.4883477688   0.0025414582   0.0025414582
 161.6788787842 -11.5000000000  12.2725543976   0.7029516697  -0.4961798191  -0.4961798191   0.0025689290   0.0025689290
 160.5437011719 -11.5000000000  12.4042158127   0.6980161071  -0.5035288334  -0.5035288334   0.0025938500   0.0025938500
 159.4073944092 -11.5000000000  12.5325803757   0.6930756569  -0.5104034543  -0.5104034543   0.0026152844   0.0026152844
 158.2699432373 -11.5000000000  12.6577072144   0.6881301999  -0.5168118477  -0.5168118477   0.0026331032   0.0026331032
 157.1312866211 -11.5000000000  12.7796564102   0.6831794977  -0.5227681398  -0.5227681398   0.0026472278   0.0026472278
 155.9914398193 -11.5000000000  12.8984842300   0.6782236695  -0.5282874703  -0.5282874703   0.0026574414   0.0026574414
 154.8503265381 -11.5000000000  13.0142459869   0.6732622981  -0.5333877802  -0.5333877802   0.0026638762   0.0026638762
 153.7079620361 -11.5000000000  13.1269922257   0.6682955027  -0.5380790234  -0.5380790234   0.0026672494   0.0026672494
 152.5642700195 -11.5000000000  13.2367715836   0.6633229256  -0.5423947573  -0.5423947573   0.0026666212   0.0026666212
 151.4192504883 -11.5000000000  13.3436317444   0.6583445668  -0.5463457108  -0.5463457108   0.0026588123   0.0026588123
 150.3111572266 -11.5000000000  13.4441900253   0.6535267830  -0.5498799086  -0.5498799086   0.0026447412   0.0026447412
 149.2556152344 -11.5000000000  13.5374126434   0.6489374638  -0.5529499054  -0.5529499054   0.0026286780   0.0026286780
 148.2501220703 -11.5000000000  13.6239204407   0.6445657611  -0.5558496118  -0.5558496118   0.0026150427   0.0026150427
 147.2923431396 -11.5000000000  13.7042732239   0.6404014826  -0.5581525564  -0.5581525564   0.0025997281   0.0025997281
 146.3800201416 -11.5000000000  13.7789745331   0.6364348531  -0.5590372086  -0.5590372086   0.0025626069   0.0025626069
 145.5110168457 -11.5000000000  13.8484849930   0.6326565742  -0.5594804287  -0.5594804287   0.0025112696   0.0025112696
 144.6832733154 -11.5000000000  13.9132165909   0.6290577054  -0.5609189868  -0.5609189868   0.0024781774   0.0024781774
 143.8948364258 -11.5000000000  13.9735469818   0.6256297231  -0.5627757311  -0.5627757311   0.0024644432   0.0024644432
 143.1438598633 -11.5000000000  14.0298156738   0.6223645806  -0.5640149117  -0.5640149117   0.0024476384   0.0024476384
 142.4285736084 -11.5000000000  14.0823354721   0.6192546487  -0.5649675131  -0.5649675131   0.0024187202   0.0024187202
 141.7472686768 -11.5000000000  14.1313915253   0.6162924767  -0.5659131408  -0.5659131408   0.0023852640   0.0023852640
 141.0983428955 -11.5000000000  14.1772470474   0.6134710312  -0.5667798519  -0.5667798519   0.0023514377   0.0023514377
 140.4802703857 -11.5000000000  14.2201395035   0.6107837558  -0.5676299930  -0.5676299930   0.0023169650   0.0023169650
 139.8915863037 -11.5000000000  14.2602901459   0.6082242727  -0.5684678555  -0.5684678555   0.0022820956   0.0022820956
 139.3308868408 -11.5000000000  14.2979001999   0.6057864428  -0.5693057775  -0.5693057775   0.0022468180   0.0022468180
 138.7968444824 -11.5000000000  14.3331518173   0.6034645438  -0.5701570511  -0.5701570511   0.0022113768   0.0022113768
 138.2881927490 -11.5000000000  14.3662137985   0.6012530327  -0.5710328817  -0.5710328817   0.0021759630   0.0021759630
 137.8037567139 -11.5000000000  14.3972406387   0.5991467834  -0.5719370842  -0.5719370842   0.0021406377   0.0021406377
 137.3423461914 -11.5000000000  14.4263734817   0.5971406102  -0.5728734732  -0.5728734732   0.0021055650   0.0021055650
 136.9028778076 -11.5000000000  14.4537439346   0.5952299237  -0.5738432407  -0.5738432407   0.0020708975   0.0020708975
 136.4843292236 -11.5000000000  14.4794721603   0.5934101343  -0.5748467445  -0.5748467445   0.0020366709   0.0020366709
 136.0856933594 -11.5000000000  14.5036697388   0.5916769505  -0.5758857727  -0.5758857727   0.0020028367   0.0020028367
 135.7060089111 -11.5000000000  14.5264387131   0.5900261402  -0.5769628286  -0.5769628286   0.0019693782   0.0019693782
 135.3444061279 -11.5000000000  14.5478734970   0.5884539485  -0.5780739188  -0.5780739188   0.0019365955   0.0019365955
 135.0000000000 -11.5000000000  14.5680608749   0.5869565010  -0.5792260170  -0.5792260170   0.0019045863   0.0019045863
 134.6585235596 -11.5000000000  14.5878591538   0.5854718685  -0.5804552436  -0.5804552436   0.0018725183   0.0018725183
 134.3170471191 -11.5000000000  14.6074409485   0.5839871764  -0.5817872882  -0.5817872882   0.0018395460   0.0018395460
 133.9755401611 -11.5000000000  14.6268081665   0.5825023651  -0.5832298994  -0.5832298994   0.0018054945   0.0018054945
 133.6340332031 -11.5000000000  14.6459617615   0.5810175538  -0.5847938061  -0.5847938061   0.0017704865   0.0017704865
 133.2925109863 -11.5000000000  14.6649007797   0.5795326829  -0.5864898562  -0.5864898562   0.0017346236   0.0017346236
 132.9509735107 -11.5000000000  14.6836271286   0.5780476928  -0.5883285999  -0.5883285999   0.0016977331   0.0016977331
 132.6094360352 -11.5000000000  14.7021408081   0.5765627623  -0.5903254151  -0.5903254151   0.0016597644   0.0016597644
 132.2678833008 -11.5000000000  14.7204446793   0.5750777721  -0.5924936533  -0.5924936533   0.0016210120   0.0016210120
 131.9263153076 -11.5000000000  14.7385377884   0.5735926628  -0.5948404074  -0.5948404074   0.0015815654   0.0015815654
 131.5847320557 -11.5000000000  14.7564220429   0.5721075535  -0.5973799229  -0.5973799229   0.0015412504   0.0015412504
 131.2431488037 -11.5000000000  14.7740993500   0.5706223845  -0.6001332402  -0.6001332402   0.0014999766   0.0014999766
 130.9015502930 -11.5000000000  14.7915697098   0.5691371560  -0.6031197309  -0.6031197309   0.0014577277   0.0014577277
 130.5599365234 -11.5000000000  14.8088340759   0.5676519275  -0.6063630581  -0.6063630581   0.0014145798   0.0014145798
 130.2183074951 -11.5000000000  14.8258943558   0.5661665797  -0.6098847389  -0.6098847389   0.0013707997   0.0013707997
 129.8766784668 -11.5000000000  14.8427505493   0.5646812320  -0.6136984825  -0.6136984825   0.0013264421   0.0013264421
 129.5350494385 -11.5000000000  14.8594036102   0.5631958842  -0.6178290844  -0.6178290844   0.0012812169   0.0012812169
 129.1933898926 -11.5000000000  14.8758535385   0.5617104173  -0.6223206520  -0.6223206520   0.0012350801   0.0012350801
 128.8517303467 -11.5000000000  14.8921003342   0.5602248907  -0.6272094846  -0.6272094846   0.0011883128   0.0011883128
 128.5100555420 -11.5000000000  14.9081449509   0.5587393641  -0.6325311661  -0.6325311661   0.0011411025   0.0011411025
 128.1683807373 -11.5000000000  14.9239873886   0.5572538376  -0.6383253336  -0.6383253336   0.0010932523   0.0010932523
 127.8266983032 -11.5000000000  14.9396276474   0.5557682514  -0.6446514130  -0.6446514130   0.0010441324   0.0010441324
 127.4850006104 -11.5000000000  14.9550666809   0.5542826056  -0.6516039371  -0.6516039371   0.0009935907   0.0009935907
 127.1432876587 -11.5000000000  14.9703054428   0.5527969003  -0.6592649221  -0.6592649221   0.0009416175   0.0009416175
 126.8015747070 -11.5000000000  14.9853439331   0.5513111949  -0.6677545309  -0.6677545309   0.0008883504   0.0008883504
 126.4598541260 -11.5000000000  15.0001821518   0.5498254299  -0.6772044897  -0.6772044897   0.0008350488   0.0008350488
 126.1181182861 -11.5000000000  15.0148229599   0.5483396649  -0.6878524423  -0.6878524423   0.0007915201   0.0007915201
 125.7763748169 -11.5000000000  15.0292654038   0.5468537807  -0.6992769241  -0.6992769241   0.0007593461   0.0007593461
 125.4346313477 -11.5000000000  15.0435113907   0.5453679562  -0.7114434838  -0.7114434838   0.0007141110   0.0007141110
 125.0928726196 -11.5000000000  15.0575609207   0.5438820720  -0.7257598639  -0.7257598639   0.0006634613   0.0006634613
 124.7511062622 -11.5000000000  15.0714168549   0.5423961282  -0.7421894073  -0.7421894073   0.0006496424   0.0006496424
 124.4093322754 -11.5000000000  15.0850772858   0.5409101248  -0.7597119212  -0.7597119212   0.0006686534   0.0006686534
 124.0675506592 -11.5000000000  15.0985450745   0.5394241214  -0.7791473866  -0.7791473866   0.0007034677   0.0007034677
 123.7257614136 -11.5000000000  15.1118202210   0.5379381180  -0.8011882305  -0.8011882305   0.0007821596   0.0007821596
 123.3839645386 -11.5000000000  15.1249027252   0.5364519954  -0.8245527148  -0.8245527148   0.0009140314   0.0009140314
 123.0421600342 -11.5000000000  15.1377944946   0.5349659324  -0.8488201499  -0.8488201499   0.0010708919   0.0010708919
 122.7003555298 -11.5000000000  15.1504945755   0.5334798098  -0.8742492199  -0.8742492199   0.0012446754   0.0012446754
 122.3585357666 -11.5000000000  15.1630039215   0.5319936275  -0.9004269838  -0.9004269838   0.0014374654   0.0014374654
 122.0167083740 -11.5000000000  15.1753244400   0.5305074453  -0.9271870852  -0.9271870852   0.0016457129   0.0016457129
 121.6748809814 -11.5000000000  15.1874542236   0.5290212035  -0.9542702436  -0.9542702436   0.0018719786   0.0018719786
 121.3330459595 -11.5000000000  15.1993961334   0.5275349617  -0.9811549187  -0.9811549187   0.0021165032   0.0021165032
 120.9911956787 -11.5000000000  15.2111492157   0.5260486603  -1.0072757006  -1.0072757006   0.0023712630   0.0023712630
 120.6493453979 -11.5000000000  15.2227144241   0.5245623589  -1.0322225094  -1.0322225094   0.0026254207   0.0026254207
 120.3074874878 -11.5000000000  15.2340927124   0.5230760574  -1.0557045937  -1.0557045937   0.0028730780   0.0028730780
 119.9656295776 -11.5000000000  15.2452840805   0.5215896964  -1.0774217844  -1.0774217844   0.0031152675   0.0031152675
 119.6237564087 -11.5000000000  15.2562894821   0.5201032758  -1.0968738794  -1.0968738794   0.0033506171   0.0033506171
 119.2818832397 -11.5000000000  15.2671098709   0.5186168551  -1.1137185097  -1.1137185097   0.0035693736   0.0035693736
 118.9400024414 -11.5000000000  15.2777452469   0.5171304345  -1.1279606819  -1.1279606819   0.0037632738   0.0037632738
 118.5981140137 -11.5000000000  15.2881965637   0.5156439543  -1.1397180557  -1.1397180557   0.0039297678   0.0039297678
 118.2562255859 -11.5000000000  15.2984638214   0.5141574740  -1.1492280960  -1.1492280960   0.0040692124   0.0040692124
 117.9143295288 -11.5000000000  15.3085479736   0.5126709938  -1.1567908525  -1.1567908525   0.0041840672   0.0041840672
 117.5724258423 -11.5000000000  15.3184490204   0.5111844540  -1.1627106667  -1.1627106667   0.0042773471   0.0042773471
 117.2305145264 -11.5000000000  15.3281679153   0.5096979141  -1.1672730446  -1.1672730446   0.0043520592   0.0043520592
 116.8886032104 -11.5000000000  15.3377046585   0.5082113147  -1.1707236767  -1.1707236767   0.0044105868   0.0044105868
 116.5466842651 -11.5000000000  15.3470602035   0.5067247152  -1.1733061075  -1.1733061075   0.0044558309   0.0044558309
 116.2047576904 -11.5000000000  15.3562355041   0.5052380562  -1.1751902103  -1.1751902103   0.0044913483   0.0044913483
 115.8628311157 -11.5000000000  15.3652296066   0.5037514567  -1.1765111685  -1.1765111685   0.0045193639   0.0045193639
 115.5208969116 -11.5000000000  15.3740434647   0.5022647977  -1.1774489880  -1.1774489880   0.0045413356   0.0045413356
 115.1789627075 -11.5000000000  15.3826780319   0.5007780790  -1.1781241894  -1.1781241894   0.0045586149   0.0045586149
 114.8370208740 -11.5000000000  15.3911333084   0.4992913902  -1.1785521507  -1.1785521507   0.0045721214   0.0045721214
 114.4950790405 -11.5000000000  15.3994102478   0.4978047013  -1.1787768602  -1.1787768602   0.0045827809   0.0045827809
 114.1531219482 -11.5000000000  15.4075098038   0.4963179231  -1.1788771153  -1.1788771153   0.0045917132   0.0045917132
 113.8111724854 -11.5000000000  15.4154319763   0.4948311746  -1.1789073944  -1.1789073944   0.0045983577   0.0045983577
 113.4692153931 -11.5000000000  15.4231786728   0.4933444262  -1.1789025068  -1.1789025068   0.0046002455   0.0046002455
 113.1272506714 -11.5000000000  15.4307479858   0.4918576181  -1.1789686680  -1.1789686680   0.0045999386   0.0045999386
 112.7852859497 -11.5000000000  15.4381437302   0.4903708100  -1.1786795855  -1.1786795855   0.0045975349   0.0045975349
 112.4433135986 -11.5000000000  15.4453639984   0.4888839722  -1.1779420376  -1.1779420376   0.0045892373   0.0045892373
