#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 UNSTEADY SECTIONAL CUT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged sectional cuts
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX  THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     K.KK ALPHA: Angle of attack for the solution
#                     L    GRID LEVEL: 1, 2, 3, 4, 5, or 6
#                     EXAMPLE: 007.02 - ALPHA 2.50 - GRID 3 - WING SECTION  1
#
# 
#       NOMENCLATURE:
#                  X:   X coordinate
#                  Y:   Y coordinate
#                  Z:   Z coordinate
#                X/C:   Chord Fraction = (X - X_LE)/CHORD
#             CP_AVG:   Time-averaged coefficient of pressure
#             CP_RMS:   Root mean square of instantaneous coefficient of pressure
#             CF_AVG:   Time-averaged skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#             CF_RMS:   Root mean square of skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "013.14"
# Column       1     2     3     4       5          6          7          8
VARIABLES =   "X"   "Y"   "Z"   "X/C"   "CP_AVG"   "CP_RMS"   "CF_AVG"   "CF_RMS"


#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "013"
DATASETAUXDATA SubmissionDate  = "2024-11-05"
DATASETAUXDATA Name            = "Hadar Ben-Gida"
DATASETAUXDATA Email           = "bengida@technion.ac.il"
DATASETAUXDATA Institution     = "Technion - Israel Institute of Technology"
DATASETAUXDATA SolverName      = "SU2 v8.0.1"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA-EDW-MC-QCR"
DATASETAUXDATA GridId          = "Cadence supplied Unstructured Grids & O-type home-made Structured Grids"
DATASETAUXDATA Notes           = ""







ZONE T="013.14 - ALPHA 3.25 GRID LEVEL 1"
0.11086903 0.01547636 0.00000000 0.48203925 -1.06068376 0.37055570 -999 -999
0.11017915 0.01548878 0.00000000 0.47903978 -1.06939925 0.36562321 -999 -999
0.10948926 0.01550050 0.00000000 0.47604026 -1.08084298 0.36263917 -999 -999
0.10879936 0.01551152 0.00000000 0.47304068 -1.08945852 0.35736539 -999 -999
0.10810944 0.01552184 0.00000000 0.47004106 -1.10083824 0.35391109 -999 -999
0.10741952 0.01553148 0.00000000 0.46704140 -1.10938520 0.34830174 -999 -999
0.10672959 0.01554043 0.00000000 0.46404170 -1.12074202 0.34442092 -999 -999
0.10603965 0.01554870 0.00000000 0.46104196 -1.12923345 0.33845512 -999 -999
0.10534970 0.01555630 0.00000000 0.45804218 -1.14059926 0.33411195 -999 -999
0.10465975 0.01556321 0.00000000 0.45504238 -1.14906310 0.32775140 -999 -999
0.10396979 0.01556945 0.00000000 0.45204255 -1.16049140 0.32292181 -999 -999
0.10327982 0.01557501 0.00000000 0.44904269 -1.16894004 0.31611925 -999 -999
0.10258985 0.01557990 0.00000000 0.44604281 -1.18047510 0.31074740 -999 -999
0.10189987 0.01558412 0.00000000 0.44304291 -1.18893881 0.30343083 -999 -999
0.10120989 0.01558768 0.00000000 0.44004299 -1.20063186 0.29742920 -999 -999
0.10051990 0.01559057 0.00000000 0.43704306 -1.20912644 0.28950521 -999 -999
0.09982992 0.01559280 0.00000000 0.43404312 -1.22099653 0.28275516 -999 -999
0.09913993 0.01559437 0.00000000 0.43104318 -1.22951297 0.27405048 -999 -999
0.09844994 0.01559528 0.00000000 0.42804322 -1.24156045 0.26630844 -999 -999
0.09775995 0.01559554 0.00000000 0.42504327 -1.25013163 0.25656047 -999 -999
0.09706996 0.01559514 0.00000000 0.42204331 -1.26237247 0.24748158 -999 -999
0.09637997 0.01559408 0.00000000 0.41904336 -1.27108211 0.23632018 -999 -999
0.09568999 0.01559237 0.00000000 0.41604342 -1.28360552 0.22540930 -999 -999
0.09500000 0.01559001 0.00000000 0.41304348 -1.29258152 0.21226490 -999 -999
0.09431002 0.01558699 0.00000000 0.41004355 -1.30568923 0.19868262 -999 -999
0.09358554 0.01558313 0.00000000 0.40689364 -1.31559255 0.18162553 -999 -999
0.09282484 0.01557830 0.00000000 0.40358626 -1.33102952 0.16201274 -999 -999
0.09202611 0.01557238 0.00000000 0.40011353 -1.34252791 0.13773306 -999 -999
0.09118745 0.01556522 0.00000000 0.39646719 -1.36072735 0.10833647 -999 -999
0.09030687 0.01555668 0.00000000 0.39263859 -1.37237206 0.07599793 -999 -999
0.08938228 0.01554656 0.00000000 0.38861860 -1.39076600 0.03907594 -999 -999
0.08841146 0.01553469 0.00000000 0.38439767 -1.39452874 0.02372770 -999 -999
0.08739213 0.01552085 0.00000000 0.37996578 -1.40182794 0.02136477 -999 -999
0.08632185 0.01550478 0.00000000 0.37531239 -1.39927846 0.01890136 -999 -999
0.08519808 0.01548621 0.00000000 0.37042644 -1.39933365 0.01949998 -999 -999
0.08401816 0.01546484 0.00000000 0.36529634 -1.39850376 0.01914739 -999 -999
0.08277928 0.01544033 0.00000000 0.35990990 -1.39796397 0.01905115 -999 -999
0.08147850 0.01541232 0.00000000 0.35425435 -1.39742962 0.01892025 -999 -999
0.08011274 0.01538038 0.00000000 0.34831627 -1.39690743 0.01878118 -999 -999
0.07867876 0.01534401 0.00000000 0.34208158 -1.39641911 0.01863188 -999 -999
0.07717317 0.01530269 0.00000000 0.33553551 -1.39596137 0.01847577 -999 -999
0.07559239 0.01525582 0.00000000 0.32866258 -1.39555291 0.01830692 -999 -999
0.07393270 0.01520271 0.00000000 0.32144652 -1.39515947 0.01812970 -999 -999
0.07219017 0.01514261 0.00000000 0.31387029 -1.39479546 0.01793515 -999 -999
0.07036068 0.01507468 0.00000000 0.30591600 -1.39442134 0.01773773 -999 -999
0.06843993 0.01499789 0.00000000 0.29756490 -1.39401354 0.01754338 -999 -999
0.06642339 0.01491111 0.00000000 0.28879737 -1.39366285 0.01735621 -999 -999
0.06430634 0.01481311 0.00000000 0.27959279 -1.39341310 0.01717803 -999 -999
0.06208381 0.01470239 0.00000000 0.26992962 -1.39333815 0.01699010 -999 -999
0.05978711 0.01457927 0.00000000 0.25994397 -1.39360767 0.01681814 -999 -999
0.05748968 0.01444695 0.00000000 0.24995514 -1.39407225 0.01665831 -999 -999
0.05519189 0.01430516 0.00000000 0.23996472 -1.39480681 0.01650894 -999 -999
0.05289409 0.01415354 0.00000000 0.22997432 -1.39575740 0.01635294 -999 -999
0.05059669 0.01399170 0.00000000 0.21998561 -1.39687426 0.01617971 -999 -999
0.04830006 0.01381922 0.00000000 0.21000027 -1.39810030 0.01600294 -999 -999
0.04600461 0.01363560 0.00000000 0.20002003 -1.39934711 0.01582170 -999 -999
0.04371074 0.01344027 0.00000000 0.19004670 -1.40062240 0.01565414 -999 -999
0.04141889 0.01323261 0.00000000 0.18008215 -1.40194762 0.01550307 -999 -999
0.03912952 0.01301185 0.00000000 0.17012833 -1.40331420 0.01536555 -999 -999
0.03686306 0.01277916 0.00000000 0.16027418 -1.40501898 0.01524342 -999 -999
0.03470600 0.01254367 0.00000000 0.15089566 -1.40646747 0.01513394 -999 -999
0.03265319 0.01230582 0.00000000 0.14197038 -1.40784319 0.01505595 -999 -999
0.03069971 0.01206599 0.00000000 0.13347701 -1.40925280 0.01500556 -999 -999
0.02884092 0.01182448 0.00000000 0.12539529 -1.41095619 0.01496066 -999 -999
0.02707237 0.01158152 0.00000000 0.11770595 -1.41275054 0.01491164 -999 -999
0.02538986 0.01133718 0.00000000 0.11039071 -1.41429342 0.01486731 -999 -999
0.02378943 0.01109142 0.00000000 0.10343231 -1.41495024 0.01475060 -999 -999
0.02226727 0.01084432 0.00000000 0.09681422 -1.41395478 0.01468181 -999 -999
0.02081979 0.01059585 0.00000000 0.09052081 -1.41197113 0.01465101 -999 -999
0.01944355 0.01034606 0.00000000 0.08453719 -1.40909481 0.01463366 -999 -999
0.01813530 0.01009505 0.00000000 0.07884915 -1.40508003 0.01462159 -999 -999
0.01689197 0.00984276 0.00000000 0.07344333 -1.39994686 0.01460988 -999 -999
0.01571061 0.00958919 0.00000000 0.06830699 -1.39329015 0.01460657 -999 -999
0.01458850 0.00933414 0.00000000 0.06342828 -1.38483258 0.01462890 -999 -999
0.01352304 0.00907753 0.00000000 0.05879583 -1.37468455 0.01473059 -999 -999
0.01251180 0.00881910 0.00000000 0.05439914 -1.36314882 0.01486556 -999 -999
0.01155248 0.00855870 0.00000000 0.05022817 -1.35015661 0.01498738 -999 -999
0.01064293 0.00829608 0.00000000 0.04627361 -1.33462290 0.01508847 -999 -999
0.00978115 0.00803105 0.00000000 0.04252673 -1.31615065 0.01521743 -999 -999
0.00896525 0.00776338 0.00000000 0.03897936 -1.29446683 0.01537527 -999 -999
0.00819353 0.00749279 0.00000000 0.03562403 -1.26933960 0.01552450 -999 -999
0.00746439 0.00721899 0.00000000 0.03245388 -1.24008535 0.01563973 -999 -999
0.00677639 0.00694177 0.00000000 0.02946257 -1.20588093 0.01575784 -999 -999
0.00612822 0.00666086 0.00000000 0.02664442 -1.16614813 0.01592411 -999 -999
0.00551869 0.00637605 0.00000000 0.02399430 -1.12053921 0.01617372 -999 -999
0.00494676 0.00608717 0.00000000 0.02150766 -1.06859332 0.01643287 -999 -999
0.00441150 0.00579412 0.00000000 0.01918045 -1.00938899 0.01667624 -999 -999
0.00391209 0.00549690 0.00000000 0.01700908 -0.94200244 0.01689766 -999 -999
0.00344779 0.00519562 0.00000000 0.01499039 -0.86594248 0.01710265 -999 -999
0.00301794 0.00489052 0.00000000 0.01312147 -0.78058665 0.01729980 -999 -999
0.00262192 0.00458199 0.00000000 0.01139965 -0.68563891 0.01744275 -999 -999
0.00225910 0.00427062 0.00000000 0.00982218 -0.58174074 0.01759216 -999 -999
0.00192873 0.00395728 0.00000000 0.00838578 -0.46920698 0.01771761 -999 -999
0.00162997 0.00364296 0.00000000 0.00708683 -0.34951849 0.01756922 -999 -999
0.00136175 0.00332891 0.00000000 0.00592067 -0.22655275 0.01750209 -999 -999
0.00112281 0.00301648 0.00000000 0.00488178 -0.10184004 0.01738817 -999 -999
0.00091163 0.00270708 0.00000000 0.00396359 0.02281941 0.01715820 -999 -999
0.00072653 0.00240209 0.00000000 0.00315882 0.14425898 0.01686612 -999 -999
0.00056584 0.00210271 0.00000000 0.00246017 0.26107609 0.01650708 -999 -999
0.00042795 0.00180997 0.00000000 0.00186063 0.37193584 0.01606555 -999 -999
0.00031128 0.00152472 0.00000000 0.00135339 0.47595932 0.01557635 -999 -999
0.00021450 0.00124762 0.00000000 0.00093262 0.57317650 0.01499358 -999 -999
0.00013652 0.00097918 0.00000000 0.00059357 0.66335586 0.01435564 -999 -999
0.00007643 0.00071984 0.00000000 0.00033231 0.74701711 0.01362361 -999 -999
0.00003379 0.00046991 0.00000000 0.00014692 0.82470165 0.01274956 -999 -999
0.00000837 0.00022980 0.00000000 0.00003639 0.89580255 0.01170701 -999 -999
-0.00000000 0.00000000 0.00000000 -0.00000000 0.96091341 0.01045690 -999 -999
0.00000917 -0.00022976 0.00000000 0.00003987 1.02144081 0.00888195 -999 -999
0.00003968 -0.00046923 0.00000000 0.00017254 1.07386665 0.00686801 -999 -999
0.00009636 -0.00071627 0.00000000 0.00041896 1.11490426 0.00524316 -999 -999
0.00018324 -0.00096782 0.00000000 0.00079670 1.14056064 0.00435340 -999 -999
0.00030249 -0.00122052 0.00000000 0.00131519 1.14402586 0.00516849 -999 -999
0.00045442 -0.00147156 0.00000000 0.00197573 1.12741673 0.00700029 -999 -999
0.00063798 -0.00171903 0.00000000 0.00277381 1.09692449 0.00858464 -999 -999
0.00085154 -0.00196209 0.00000000 0.00370236 1.05782950 0.01019568 -999 -999
0.00109347 -0.00220063 0.00000000 0.00475421 1.01542005 0.01144481 -999 -999
0.00136236 -0.00243509 0.00000000 0.00592333 0.97209041 0.01248104 -999 -999
0.00165721 -0.00266618 0.00000000 0.00720525 0.92940902 0.01331139 -999 -999
0.00197740 -0.00289465 0.00000000 0.00859739 0.88813648 0.01397070 -999 -999
0.00232268 -0.00312130 0.00000000 0.01009863 0.84867051 0.01449291 -999 -999
0.00269305 -0.00334693 0.00000000 0.01170891 0.81115654 0.01489802 -999 -999
0.00308876 -0.00357226 0.00000000 0.01342939 0.77538700 0.01530916 -999 -999
0.00351023 -0.00379806 0.00000000 0.01526185 0.74103504 0.01562500 -999 -999
0.00395807 -0.00402498 0.00000000 0.01720900 0.70812030 0.01582978 -999 -999
0.00443305 -0.00425363 0.00000000 0.01927415 0.67648819 0.01602592 -999 -999
0.00493608 -0.00448461 0.00000000 0.02146120 0.64561856 0.01623772 -999 -999
0.00546819 -0.00471837 0.00000000 0.02377472 0.61533203 0.01643131 -999 -999
0.00603054 -0.00495537 0.00000000 0.02621972 0.58532268 0.01664580 -999 -999
0.00662446 -0.00519587 0.00000000 0.02880198 0.55533859 0.01685770 -999 -999
0.00725136 -0.00544013 0.00000000 0.03152764 0.52540777 0.01707173 -999 -999
0.00791285 -0.00568810 0.00000000 0.03440370 0.49533571 0.01730914 -999 -999
0.00861061 -0.00593979 0.00000000 0.03743745 0.46515023 0.01755205 -999 -999
0.00934648 -0.00619498 0.00000000 0.04063686 0.43500454 0.01779628 -999 -999
0.01012237 -0.00645340 0.00000000 0.04401032 0.40498671 0.01805812 -999 -999
0.01094036 -0.00671466 0.00000000 0.04756676 0.37519744 0.01832199 -999 -999
0.01180257 -0.00697833 0.00000000 0.05131550 0.34599075 0.01857805 -999 -999
0.01271123 -0.00724398 0.00000000 0.05526624 0.31749653 0.01884318 -999 -999
0.01366868 -0.00751121 0.00000000 0.05942904 0.28978051 0.01909876 -999 -999
0.01467729 -0.00777972 0.00000000 0.06381432 0.26307122 0.01934528 -999 -999
0.01573959 -0.00804914 0.00000000 0.06843301 0.23727686 0.01959365 -999 -999
0.01685817 -0.00831925 0.00000000 0.07329638 0.21244384 0.01983025 -999 -999
0.01803572 -0.00858993 0.00000000 0.07841619 0.18850545 0.02007379 -999 -999
0.01927510 -0.00886102 0.00000000 0.08380479 0.16511606 0.02031905 -999 -999
0.02057928 -0.00913238 0.00000000 0.08947513 0.14232656 0.02057096 -999 -999
0.02195141 -0.00940383 0.00000000 0.09544089 0.11975235 0.02084497 -999 -999
0.02339478 -0.00967515 0.00000000 0.10171643 0.09731710 0.02113604 -999 -999
0.02491291 -0.00994594 0.00000000 0.10831698 0.07477278 0.02146088 -999 -999
0.02650948 -0.01021564 0.00000000 0.11525860 0.05206989 0.02181334 -999 -999
0.02818839 -0.01048354 0.00000000 0.12255822 0.02912427 0.02220465 -999 -999
0.02995377 -0.01074857 0.00000000 0.13023376 0.00603269 0.02262906 -999 -999
0.03180993 -0.01100954 0.00000000 0.13830403 -0.01708711 0.02308750 -999 -999
0.03376142 -0.01126499 0.00000000 0.14678876 -0.03997166 0.02358092 -999 -999
0.03581299 -0.01151327 0.00000000 0.15570865 -0.06243854 0.02409730 -999 -999
0.03796962 -0.01175263 0.00000000 0.16508529 -0.08410838 0.02464710 -999 -999
0.04023648 -0.01198125 0.00000000 0.17494123 -0.10496788 0.02521081 -999 -999
0.04252705 -0.01218926 0.00000000 0.18490021 -0.12450612 0.02579884 -999 -999
0.04482064 -0.01237535 0.00000000 0.19487233 -0.14236211 0.02637063 -999 -999
0.04711694 -0.01254032 0.00000000 0.20485626 -0.15859177 0.02695570 -999 -999
0.04941569 -0.01268481 0.00000000 0.21485081 -0.17357030 0.02752533 -999 -999
0.05171662 -0.01280945 0.00000000 0.22485487 -0.18730651 0.02811273 -999 -999
0.05401952 -0.01291463 0.00000000 0.23486746 -0.19983919 0.02868221 -999 -999
0.05632415 -0.01300073 0.00000000 0.24488762 -0.21125726 0.02925219 -999 -999
0.05863033 -0.01306799 0.00000000 0.25491449 -0.22140504 0.02983187 -999 -999
0.06093786 -0.01311662 0.00000000 0.26494720 -0.23031479 0.03037371 -999 -999
0.06324654 -0.01314675 0.00000000 0.27498494 -0.23788582 0.03091224 -999 -999
0.06555619 -0.01315851 0.00000000 0.28502689 -0.24395322 0.03140669 -999 -999
0.06786662 -0.01315211 0.00000000 0.29507227 -0.24862114 0.03186401 -999 -999
0.07017767 -0.01312765 0.00000000 0.30512029 -0.25175132 0.03228256 -999 -999
0.07248915 -0.01308535 0.00000000 0.31517021 -0.25332800 0.03265985 -999 -999
0.07480089 -0.01302543 0.00000000 0.32522127 -0.25325911 0.03302154 -999 -999
0.07711274 -0.01294812 0.00000000 0.33527278 -0.25159985 0.03326046 -999 -999
0.07942453 -0.01285373 0.00000000 0.34532405 -0.24853195 0.03345584 -999 -999
0.08173612 -0.01274253 0.00000000 0.35537445 -0.24398130 0.03363114 -999 -999
0.08404737 -0.01261490 0.00000000 0.36542335 -0.23796549 0.03372897 -999 -999
0.08635815 -0.01247126 0.00000000 0.37547021 -0.23062199 0.03380720 -999 -999
0.08866834 -0.01231209 0.00000000 0.38551452 -0.22196527 0.03381735 -999 -999
0.09097784 -0.01213788 0.00000000 0.39555583 -0.21221074 0.03381800 -999 -999
0.09328657 -0.01194926 0.00000000 0.40559378 -0.20143702 0.03376161 -999 -999
0.09559444 -0.01174681 0.00000000 0.41562802 -0.18987079 0.03369723 -999 -999
0.09790141 -0.01153114 0.00000000 0.42565828 -0.17758575 0.03360534 -999 -999
0.10020740 -0.01130289 0.00000000 0.43568435 -0.16478679 0.03351110 -999 -999
0.10251238 -0.01106260 0.00000000 0.44570600 -0.15148124 0.03341066 -999 -999
0.10481631 -0.01081092 0.00000000 0.45572311 -0.13778001 0.03329983 -999 -999
0.10711917 -0.01054839 0.00000000 0.46573552 -0.12379187 0.03318161 -999 -999
0.10942091 -0.01027549 0.00000000 0.47574310 -0.10951720 0.03306595 -999 -999
0.11172153 -0.00999275 0.00000000 0.48574577 -0.09502353 0.03295029 -999 -999
0.11402099 -0.00970064 0.00000000 0.49574343 -0.08028416 0.03284144 -999 -999
0.11631928 -0.00939964 0.00000000 0.50573602 -0.06533308 0.03272716 -999 -999
0.11861641 -0.00909025 0.00000000 0.51572351 -0.05018782 0.03261151 -999 -999
0.12091236 -0.00877292 0.00000000 0.52570589 -0.03488987 0.03249756 -999 -999
0.12320713 -0.00844817 0.00000000 0.53568318 -0.01943495 0.03238940 -999 -999
0.12550075 -0.00811654 0.00000000 0.54565544 -0.00381496 0.03228759 -999 -999
0.12779323 -0.00777851 0.00000000 0.55562275 0.01189542 0.03217916 -999 -999
0.13008460 -0.00743465 0.00000000 0.56558520 0.02774250 0.03208310 -999 -999
0.13237488 -0.00708554 0.00000000 0.57554297 0.04361522 0.03197391 -999 -999
0.13466413 -0.00673176 0.00000000 0.58549622 0.05953154 0.03187783 -999 -999
0.13695238 -0.00637388 0.00000000 0.59544513 0.07549874 0.03179450 -999 -999
0.13923968 -0.00601252 0.00000000 0.60538993 0.09149481 0.03169881 -999 -999
0.14152611 -0.00564836 0.00000000 0.61533090 0.10745506 0.03160811 -999 -999
0.14381172 -0.00528206 0.00000000 0.62526833 0.12337614 0.03151847 -999 -999
0.14609658 -0.00491430 0.00000000 0.63520250 0.13928782 0.03143159 -999 -999
