#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 UNSTEADY SECTIONAL CUT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged sectional cuts
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX  THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     K.KK ALPHA: Angle of attack for the solution
#                     L    GRID LEVEL: 1, 2, 3, 4, 5, or 6
#                     EXAMPLE: 007.02 - ALPHA 2.50 - GRID 3 - WING SECTION  1
#
# 
#       NOMENCLATURE:
#                  X:   X coordinate
#                  Y:   Y coordinate
#                  Z:   Z coordinate
#                X/C:   Chord Fraction = (X - X_LE)/CHORD
#             CP_AVG:   Time-averaged coefficient of pressure
#             CP_RMS:   Root mean square of instantaneous coefficient of pressure
#             CF_AVG:   Time-averaged skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#             CF_RMS:   Root mean square of skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "013.13"
# Column       1     2     3     4       5          6          7          8
VARIABLES =   "X"   "Y"   "Z"   "X/C"   "CP_AVG"   "CP_RMS"   "CF_AVG"   "CF_RMS"


#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "013"
DATASETAUXDATA SubmissionDate  = "2024-11-05"
DATASETAUXDATA Name            = "Hadar Ben-Gida"
DATASETAUXDATA Email           = "bengida@technion.ac.il"
DATASETAUXDATA Institution     = "Technion - Israel Institute of Technology"
DATASETAUXDATA SolverName      = "SU2 v8.0.1"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA-EDW-MC-QCR"
DATASETAUXDATA GridId          = "Cadence supplied Unstructured Grids & O-type home-made Structured Grids"
DATASETAUXDATA Notes           = ""







ZONE T="013.13 - ALPHA 3.25 GRID LEVEL 1"
0.11086903 0.01547636 0.00000000 0.48203925 -0.98709284 0.42931327 -999 -999
0.11017915 0.01548878 0.00000000 0.47903978 -0.99387821 0.42756678 -999 -999
0.10948926 0.01550050 0.00000000 0.47604026 -1.00074642 0.42553736 -999 -999
0.10879936 0.01551152 0.00000000 0.47304068 -1.00750605 0.42348238 -999 -999
0.10810944 0.01552184 0.00000000 0.47004106 -1.01446423 0.42112027 -999 -999
0.10741952 0.01553148 0.00000000 0.46704140 -1.02138625 0.41869834 -999 -999
0.10672959 0.01554043 0.00000000 0.46404170 -1.02828574 0.41606539 -999 -999
0.10603965 0.01554870 0.00000000 0.46104196 -1.03509221 0.41321220 -999 -999
0.10534970 0.01555630 0.00000000 0.45804218 -1.04194353 0.41000989 -999 -999
0.10465975 0.01556321 0.00000000 0.45504238 -1.04882610 0.40656887 -999 -999
0.10396979 0.01556945 0.00000000 0.45204255 -1.05574624 0.40290602 -999 -999
0.10327982 0.01557501 0.00000000 0.44904269 -1.06277292 0.39894666 -999 -999
0.10258985 0.01557990 0.00000000 0.44604281 -1.06987931 0.39478087 -999 -999
0.10189987 0.01558412 0.00000000 0.44304291 -1.07720354 0.39026439 -999 -999
0.10120989 0.01558768 0.00000000 0.44004299 -1.08452419 0.38569013 -999 -999
0.10051990 0.01559057 0.00000000 0.43704306 -1.09196678 0.38085660 -999 -999
0.09982992 0.01559280 0.00000000 0.43404312 -1.09944729 0.37587022 -999 -999
0.09913993 0.01559437 0.00000000 0.43104318 -1.10696204 0.37072959 -999 -999
0.09844994 0.01559528 0.00000000 0.42804322 -1.11453615 0.36543534 -999 -999
0.09775995 0.01559554 0.00000000 0.42504327 -1.12217856 0.35998925 -999 -999
0.09706996 0.01559514 0.00000000 0.42204331 -1.12985296 0.35445374 -999 -999
0.09637997 0.01559408 0.00000000 0.41904336 -1.13759395 0.34872743 -999 -999
0.09568999 0.01559237 0.00000000 0.41604342 -1.14533044 0.34288472 -999 -999
0.09500000 0.01559001 0.00000000 0.41304348 -1.15306844 0.33691363 -999 -999
0.09431002 0.01558699 0.00000000 0.41004355 -1.16095838 0.33071192 -999 -999
0.09358554 0.01558313 0.00000000 0.40689364 -1.16925824 0.32403500 -999 -999
0.09282484 0.01557830 0.00000000 0.40358626 -1.17801840 0.31681751 -999 -999
0.09202611 0.01557238 0.00000000 0.40011353 -1.18732342 0.30895571 -999 -999
0.09118745 0.01556522 0.00000000 0.39646719 -1.19722407 0.30038272 -999 -999
0.09030687 0.01555668 0.00000000 0.39263859 -1.20782503 0.29094888 -999 -999
0.08938228 0.01554656 0.00000000 0.38861860 -1.21920136 0.28050955 -999 -999
0.08841146 0.01553469 0.00000000 0.38439767 -1.23142145 0.26882937 -999 -999
0.08739213 0.01552085 0.00000000 0.37996578 -1.24457492 0.25560851 -999 -999
0.08632185 0.01550478 0.00000000 0.37531239 -1.25879012 0.24048490 -999 -999
0.08519808 0.01548621 0.00000000 0.37042644 -1.27406827 0.22299963 -999 -999
0.08401816 0.01546484 0.00000000 0.36529634 -1.29047634 0.20247268 -999 -999
0.08277928 0.01544033 0.00000000 0.35990990 -1.30832993 0.17712625 -999 -999
0.08147850 0.01541232 0.00000000 0.35425435 -1.32768511 0.14413961 -999 -999
0.08011274 0.01538038 0.00000000 0.34831627 -1.34841188 0.10038575 -999 -999
0.07867876 0.01534401 0.00000000 0.34208158 -1.36679769 0.05494797 -999 -999
0.07717317 0.01530269 0.00000000 0.33553551 -1.37780658 0.03039424 -999 -999
0.07559239 0.01525582 0.00000000 0.32866258 -1.38186443 0.02774139 -999 -999
0.07393270 0.01520271 0.00000000 0.32144652 -1.38252188 0.02829259 -999 -999
0.07219017 0.01514261 0.00000000 0.31387029 -1.38237757 0.02806990 -999 -999
0.07036068 0.01507468 0.00000000 0.30591600 -1.38253547 0.02767621 -999 -999
0.06843993 0.01499789 0.00000000 0.29756490 -1.38253716 0.02733891 -999 -999
0.06642339 0.01491111 0.00000000 0.28879737 -1.38229128 0.02704999 -999 -999
0.06430634 0.01481311 0.00000000 0.27959279 -1.38228429 0.02677174 -999 -999
0.06208381 0.01470239 0.00000000 0.26992962 -1.38294810 0.02647613 -999 -999
0.05978711 0.01457927 0.00000000 0.25994397 -1.38406999 0.02615243 -999 -999
0.05748968 0.01444695 0.00000000 0.24995514 -1.38489198 0.02581649 -999 -999
0.05519189 0.01430516 0.00000000 0.23996472 -1.38593173 0.02546267 -999 -999
0.05289409 0.01415354 0.00000000 0.22997432 -1.38685180 0.02509946 -999 -999
0.05059669 0.01399170 0.00000000 0.21998561 -1.38752989 0.02475322 -999 -999
0.04830006 0.01381922 0.00000000 0.21000027 -1.38796630 0.02444738 -999 -999
0.04600461 0.01363560 0.00000000 0.20002003 -1.38832317 0.02419284 -999 -999
0.04371074 0.01344027 0.00000000 0.19004670 -1.38938608 0.02397135 -999 -999
0.04141889 0.01323261 0.00000000 0.18008215 -1.39100618 0.02375488 -999 -999
0.03912952 0.01301185 0.00000000 0.17012833 -1.39205510 0.02357682 -999 -999
0.03686306 0.01277916 0.00000000 0.16027418 -1.39405594 0.02342976 -999 -999
0.03470600 0.01254367 0.00000000 0.15089566 -1.39676331 0.02327540 -999 -999
0.03265319 0.01230582 0.00000000 0.14197038 -1.39933341 0.02309376 -999 -999
0.03069971 0.01206599 0.00000000 0.13347701 -1.40119225 0.02291119 -999 -999
0.02884092 0.01182448 0.00000000 0.12539529 -1.40294527 0.02271708 -999 -999
0.02707237 0.01158152 0.00000000 0.11770595 -1.40332483 0.02252081 -999 -999
0.02538986 0.01133718 0.00000000 0.11039071 -1.40253151 0.02237941 -999 -999
0.02378943 0.01109142 0.00000000 0.10343231 -1.40196570 0.02230494 -999 -999
0.02226727 0.01084432 0.00000000 0.09681422 -1.40194358 0.02222719 -999 -999
0.02081979 0.01059585 0.00000000 0.09052081 -1.40029763 0.02213248 -999 -999
0.01944355 0.01034606 0.00000000 0.08453719 -1.39672508 0.02207166 -999 -999
0.01813530 0.01009505 0.00000000 0.07884915 -1.39179315 0.02208903 -999 -999
0.01689197 0.00984276 0.00000000 0.07344333 -1.38667665 0.02217256 -999 -999
0.01571061 0.00958919 0.00000000 0.06830699 -1.38167381 0.02221163 -999 -999
0.01458850 0.00933414 0.00000000 0.06342828 -1.37430591 0.02219858 -999 -999
0.01352304 0.00907753 0.00000000 0.05879583 -1.36421074 0.02225731 -999 -999
0.01251180 0.00881910 0.00000000 0.05439914 -1.35315573 0.02237708 -999 -999
0.01155248 0.00855870 0.00000000 0.05022817 -1.34053752 0.02246762 -999 -999
0.01064293 0.00829608 0.00000000 0.04627361 -1.32492194 0.02254802 -999 -999
0.00978115 0.00803105 0.00000000 0.04252673 -1.30582705 0.02270171 -999 -999
0.00896525 0.00776338 0.00000000 0.03897936 -1.28401608 0.02290128 -999 -999
0.00819353 0.00749279 0.00000000 0.03562403 -1.25873760 0.02306623 -999 -999
0.00746439 0.00721899 0.00000000 0.03245388 -1.22922472 0.02316610 -999 -999
0.00677639 0.00694177 0.00000000 0.02946257 -1.19417335 0.02327271 -999 -999
0.00612822 0.00666086 0.00000000 0.02664442 -1.15333244 0.02350574 -999 -999
0.00551869 0.00637605 0.00000000 0.02399430 -1.10718162 0.02388298 -999 -999
0.00494676 0.00608717 0.00000000 0.02150766 -1.05525167 0.02433072 -999 -999
0.00441150 0.00579412 0.00000000 0.01918045 -0.99667042 0.02474242 -999 -999
0.00391209 0.00549690 0.00000000 0.01700908 -0.92995941 0.02506165 -999 -999
0.00344779 0.00519562 0.00000000 0.01499039 -0.85408330 0.02533503 -999 -999
0.00301794 0.00489052 0.00000000 0.01312147 -0.76924175 0.02559133 -999 -999
0.00262192 0.00458199 0.00000000 0.01139965 -0.67503398 0.02580686 -999 -999
0.00225910 0.00427062 0.00000000 0.00982218 -0.57175825 0.02595536 -999 -999
0.00192873 0.00395728 0.00000000 0.00838578 -0.46033647 0.02601819 -999 -999
0.00162997 0.00364296 0.00000000 0.00708683 -0.34223336 0.02598737 -999 -999
0.00136175 0.00332891 0.00000000 0.00592067 -0.21957759 0.02585718 -999 -999
0.00112281 0.00301648 0.00000000 0.00488178 -0.09454645 0.02561654 -999 -999
0.00091163 0.00270708 0.00000000 0.00396359 0.02975755 0.02525216 -999 -999
0.00072653 0.00240209 0.00000000 0.00315882 0.15087286 0.02477676 -999 -999
0.00056584 0.00210271 0.00000000 0.00246017 0.26743131 0.02420256 -999 -999
0.00042795 0.00180997 0.00000000 0.00186063 0.37778818 0.02353563 -999 -999
0.00031128 0.00152472 0.00000000 0.00135339 0.48115757 0.02277334 -999 -999
0.00021450 0.00124762 0.00000000 0.00093262 0.57806158 0.02191271 -999 -999
0.00013652 0.00097918 0.00000000 0.00059357 0.66777418 0.02094760 -999 -999
0.00007643 0.00071984 0.00000000 0.00033231 0.75071658 0.01983980 -999 -999
0.00003379 0.00046991 0.00000000 0.00014692 0.82835521 0.01854437 -999 -999
0.00000837 0.00022980 0.00000000 0.00003639 0.89861408 0.01705292 -999 -999
-0.00000000 0.00000000 0.00000000 -0.00000000 0.96205894 0.01522774 -999 -999
0.00000917 -0.00022976 0.00000000 0.00003987 1.02281577 0.01298588 -999 -999
0.00003968 -0.00046923 0.00000000 0.00017254 1.07521156 0.01027235 -999 -999
0.00009636 -0.00071627 0.00000000 0.00041896 1.11527600 0.00741277 -999 -999
0.00018324 -0.00096782 0.00000000 0.00079670 1.13607718 0.00556134 -999 -999
0.00030249 -0.00122052 0.00000000 0.00131519 1.13692862 0.00635452 -999 -999
0.00045442 -0.00147156 0.00000000 0.00197573 1.11850844 0.00886684 -999 -999
0.00063798 -0.00171903 0.00000000 0.00277381 1.08804860 0.01156759 -999 -999
0.00085154 -0.00196209 0.00000000 0.00370236 1.04967477 0.01388281 -999 -999
0.00109347 -0.00220063 0.00000000 0.00475421 1.00692596 0.01573609 -999 -999
0.00136236 -0.00243509 0.00000000 0.00592333 0.96396771 0.01718753 -999 -999
0.00165721 -0.00266618 0.00000000 0.00720525 0.92104863 0.01830950 -999 -999
0.00197740 -0.00289465 0.00000000 0.00859739 0.87970429 0.01920069 -999 -999
0.00232268 -0.00312130 0.00000000 0.01009863 0.84026229 0.01990179 -999 -999
0.00269305 -0.00334693 0.00000000 0.01170891 0.80270337 0.02046093 -999 -999
0.00308876 -0.00357226 0.00000000 0.01342939 0.76687223 0.02091532 -999 -999
0.00351023 -0.00379806 0.00000000 0.01526185 0.73280159 0.02129467 -999 -999
0.00395807 -0.00402498 0.00000000 0.01720900 0.69990719 0.02161662 -999 -999
0.00443305 -0.00425363 0.00000000 0.01927415 0.66826348 0.02190667 -999 -999
0.00493608 -0.00448461 0.00000000 0.02146120 0.63725967 0.02217236 -999 -999
0.00546819 -0.00471837 0.00000000 0.02377472 0.60693622 0.02243162 -999 -999
0.00603054 -0.00495537 0.00000000 0.02621972 0.57679837 0.02269042 -999 -999
0.00662446 -0.00519587 0.00000000 0.02880198 0.54678518 0.02295846 -999 -999
0.00725136 -0.00544013 0.00000000 0.03152764 0.51675564 0.02323901 -999 -999
0.00791285 -0.00568810 0.00000000 0.03440370 0.48653435 0.02353408 -999 -999
0.00861061 -0.00593979 0.00000000 0.03743745 0.45640724 0.02384376 -999 -999
0.00934648 -0.00619498 0.00000000 0.04063686 0.42607361 0.02416453 -999 -999
0.01012237 -0.00645340 0.00000000 0.04401032 0.39607040 0.02449754 -999 -999
0.01094036 -0.00671466 0.00000000 0.04756676 0.36615403 0.02483320 -999 -999
0.01180257 -0.00697833 0.00000000 0.05131550 0.33695169 0.02517069 -999 -999
0.01271123 -0.00724398 0.00000000 0.05526624 0.30833154 0.02550010 -999 -999
0.01366868 -0.00751121 0.00000000 0.05942904 0.28071300 0.02582747 -999 -999
0.01467729 -0.00777972 0.00000000 0.06381432 0.25381409 0.02614564 -999 -999
0.01573959 -0.00804914 0.00000000 0.06843301 0.22809572 0.02645547 -999 -999
0.01685817 -0.00831925 0.00000000 0.07329638 0.20320216 0.02675643 -999 -999
0.01803572 -0.00858993 0.00000000 0.07841619 0.17928341 0.02706151 -999 -999
0.01927510 -0.00886102 0.00000000 0.08380479 0.15576812 0.02737522 -999 -999
0.02057928 -0.00913238 0.00000000 0.08947513 0.13298226 0.02769608 -999 -999
0.02195141 -0.00940383 0.00000000 0.09544089 0.11049299 0.02803295 -999 -999
0.02339478 -0.00967515 0.00000000 0.10171643 0.08799701 0.02840817 -999 -999
0.02491291 -0.00994594 0.00000000 0.10831698 0.06537708 0.02882537 -999 -999
0.02650948 -0.01021564 0.00000000 0.11525860 0.04261804 0.02928902 -999 -999
0.02818839 -0.01048354 0.00000000 0.12255822 0.01947561 0.02979843 -999 -999
0.02995377 -0.01074857 0.00000000 0.13023376 -0.00363716 0.03036290 -999 -999
0.03180993 -0.01100954 0.00000000 0.13830403 -0.02703583 0.03097720 -999 -999
0.03376142 -0.01126499 0.00000000 0.14678876 -0.04984368 0.03161873 -999 -999
0.03581299 -0.01151327 0.00000000 0.15570865 -0.07201524 0.03228510 -999 -999
0.03796962 -0.01175263 0.00000000 0.16508529 -0.09421995 0.03302174 -999 -999
0.04023648 -0.01198125 0.00000000 0.17494123 -0.11509287 0.03379321 -999 -999
0.04252705 -0.01218926 0.00000000 0.18490021 -0.13452808 0.03456232 -999 -999
0.04482064 -0.01237535 0.00000000 0.19487233 -0.15286444 0.03534615 -999 -999
0.04711694 -0.01254032 0.00000000 0.20485626 -0.16899302 0.03613507 -999 -999
0.04941569 -0.01268481 0.00000000 0.21485081 -0.18414956 0.03690883 -999 -999
0.05171662 -0.01280945 0.00000000 0.22485487 -0.19776597 0.03767325 -999 -999
0.05401952 -0.01291463 0.00000000 0.23486746 -0.21004341 0.03842986 -999 -999
0.05632415 -0.01300073 0.00000000 0.24488762 -0.22169390 0.03921091 -999 -999
0.05863033 -0.01306799 0.00000000 0.25491449 -0.23200467 0.03999409 -999 -999
0.06093786 -0.01311662 0.00000000 0.26494720 -0.24099916 0.04073945 -999 -999
0.06324654 -0.01314675 0.00000000 0.27498494 -0.24815574 0.04143932 -999 -999
0.06555619 -0.01315851 0.00000000 0.28502689 -0.25456543 0.04211303 -999 -999
0.06786662 -0.01315211 0.00000000 0.29507227 -0.25920159 0.04274404 -999 -999
0.07017767 -0.01312765 0.00000000 0.30512029 -0.26195610 0.04329020 -999 -999
0.07248915 -0.01308535 0.00000000 0.31517021 -0.26340226 0.04377483 -999 -999
0.07480089 -0.01302543 0.00000000 0.32522127 -0.26340872 0.04420089 -999 -999
0.07711274 -0.01294812 0.00000000 0.33527278 -0.26144529 0.04453544 -999 -999
0.07942453 -0.01285373 0.00000000 0.34532405 -0.25834444 0.04480706 -999 -999
0.08173612 -0.01274253 0.00000000 0.35537445 -0.25360012 0.04500805 -999 -999
0.08404737 -0.01261490 0.00000000 0.36542335 -0.24722374 0.04511998 -999 -999
0.08635815 -0.01247126 0.00000000 0.37547021 -0.23973897 0.04517222 -999 -999
0.08866834 -0.01231209 0.00000000 0.38551452 -0.23073306 0.04515340 -999 -999
0.09097784 -0.01213788 0.00000000 0.39555583 -0.22098977 0.04510154 -999 -999
0.09328657 -0.01194926 0.00000000 0.40559378 -0.20997483 0.04500083 -999 -999
0.09559444 -0.01174681 0.00000000 0.41562802 -0.19816352 0.04486441 -999 -999
0.09790141 -0.01153114 0.00000000 0.42565828 -0.18530457 0.04467389 -999 -999
0.10020740 -0.01130289 0.00000000 0.43568435 -0.17254233 0.04451401 -999 -999
0.10251238 -0.01106260 0.00000000 0.44570600 -0.15915283 0.04434114 -999 -999
0.10481631 -0.01081092 0.00000000 0.45572311 -0.14501421 0.04415281 -999 -999
0.10711917 -0.01054839 0.00000000 0.46573552 -0.13081464 0.04395272 -999 -999
0.10942091 -0.01027549 0.00000000 0.47574310 -0.11651669 0.04377791 -999 -999
0.11172153 -0.00999275 0.00000000 0.48574577 -0.10186259 0.04360040 -999 -999
0.11402099 -0.00970064 0.00000000 0.49574343 -0.08692227 0.04341606 -999 -999
0.11631928 -0.00939964 0.00000000 0.50573602 -0.07178626 0.04323241 -999 -999
0.11861641 -0.00909025 0.00000000 0.51572351 -0.05653293 0.04305354 -999 -999
0.12091236 -0.00877292 0.00000000 0.52570589 -0.04105339 0.04288078 -999 -999
0.12320713 -0.00844817 0.00000000 0.53568318 -0.02546837 0.04270687 -999 -999
0.12550075 -0.00811654 0.00000000 0.54565544 -0.00974056 0.04254585 -999 -999
0.12779323 -0.00777851 0.00000000 0.55562275 0.00613003 0.04237000 -999 -999
0.13008460 -0.00743465 0.00000000 0.56558520 0.02208556 0.04220387 -999 -999
0.13237488 -0.00708554 0.00000000 0.57554297 0.03797250 0.04205586 -999 -999
0.13466413 -0.00673176 0.00000000 0.58549622 0.05398848 0.04190346 -999 -999
0.13695238 -0.00637388 0.00000000 0.59544513 0.07008932 0.04174842 -999 -999
0.13923968 -0.00601252 0.00000000 0.60538993 0.08609211 0.04159985 -999 -999
0.14152611 -0.00564836 0.00000000 0.61533090 0.10207070 0.04146146 -999 -999
0.14381172 -0.00528206 0.00000000 0.62526833 0.11801954 0.04132220 -999 -999
0.14609658 -0.00491430 0.00000000 0.63520250 0.13391997 0.04118614 -999 -999
