#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 SPECTRAL CONTENT SUBMITTAL FORM (Version 6 - February 10, 2025)
#
# Data Set Title 027.03: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
# 
#       NOMENCLATURE:
#               FREQ:   Frequency (Hz)
#                PSD:   Pressure power spectral content
#			<p(Pa^2)> for ONERA OAT15A and <Cp[1/Hz]> for JAXA CRMWB/CRMWBNP
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       JAXA CRMWB   (Common Research Model Wing/Body)
#                       JAXA CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#   DATA LOCATIONS: 	ONERA OAT15A:	  	provide spectral content at x/c=0.45 (Kulite 7)
# 			JAXA CRMWB/CRMWBNP: 	x/c=0.3040 (section E, eta=0.5) and x/c=0.7903 (section E, eta=0.5).
# 					 	x/c=0.3097 (section F, eta=0.6) and x/c=0.7677 (section F, eta=0.6).
#				  		Refer to https://cfdws.chofu.jaxa.jp/apc/dpw/upc.html
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "027.03"
# Column       1       2
VARIABLES =   "FREQ"  "PSD"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "027.03"
DATASETAUXDATA SubmissionDate  = "18/03/2025"
DATASETAUXDATA Name            = "Michael Candon, Truman Gerner"
DATASETAUXDATA Email           = "candon.michael@rmit.edu.au, s4134495@student.rmit.edu.au"
DATASETAUXDATA Institution     = "RMIT"
DATASETAUXDATA SolverName      = "Fluent 2024 R2"
DATASETAUXDATA BasicAlgorithm  = "URANS"
DATASETAUXDATA TurbulenceModel = "SST-kw (with curvature correction)"
DATASETAUXDATA GridId          = "Multiblock hexahedral"
DATASETAUXDATA Notes           = "For GRID_SIZE: L3, ALPHA: 3.10 - Buffet was not observed, however, simulation was not run for long enough to achieve a completely stable flowfield.
			          For GRID_SIZE: L2, ALPHA: 3.10 - Buffet was observed, but the simulation was not run for long enough to achieve a stable flow LCO.
				  We recorded our surface data every 10 physical time-steps. The dt, CTU-start, and CTU-average are given based on our flow-field sampling frequency, not the physical time-step used in the CFD simulation which is an order of magnitude smaller."


ZONE T="027.03 - ALPHA 3.10 - x/c = 0.45"
AUXDATA GridLevel       = "1"
AUXDATA Mach            = "0.7300"
AUXDATA Re              = "3e6"
AUXDATA Alpha           = "3.10"
AUXDATA x/c     	= "0.45"
AUXDATA Section         = ""
AUXDATA Dt              = "5e-05"
AUXDATA CtuStart        = "235.66490"
AUXDATA CtuAvg          = "3000"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Structured_Level-1"
	3320.00  0.000000000018225
	3333.33  0.000000000014028
	3346.67  0.000000000033791
	3360.00  0.000000000017310
	3373.33  0.000000000019869
	3386.67  0.000000000018149
	3400.00  0.000000000013340
	3413.33  0.000000000018497
	3426.67  0.000000000016556
	3440.00  0.000000000015174
	3453.33  0.000000000018279
	3466.67  0.000000000017174
	3480.00  0.000000000013823
	3493.33  0.000000000015437
	3506.67  0.000000000015969
	3520.00  0.000000000016131
	3533.33  0.000000000018415
	3546.67  0.000000000013856
	3560.00  0.000000000014620
	3573.33  0.000000000014423
	3586.67  0.000000000012661
	3600.00  0.000000000011981
	3613.33  0.000000000020486
	3626.67  0.000000000015769
	3640.00  0.000000000013088
	3653.33  0.000000000014264
	3666.67  0.000000000016726
	3680.00  0.000000000017148
	3693.33  0.000000000013109
	3706.67  0.000000000013433
	3720.00  0.000000000013154
	3733.33  0.000000000016034
	3746.67  0.000000000015037
	3760.00  0.000000000013473
	3773.33  0.000000000011634
	3786.67  0.000000000013788
	3800.00  0.000000000015612
	3813.33  0.000000000012053
	3826.67  0.000000000011464
	3840.00  0.000000000012505
	3853.33  0.000000000010956
	3866.67  0.000000000011079
	3880.00  0.000000000020227
	3893.33  0.000000000012780
	3906.67  0.000000000012439
	3920.00  0.000000000012642
	3933.33  0.000000000012445
	3946.67  0.000000000014382
	3960.00  0.000000000012966
	3973.33  0.000000000010325
	3986.67  0.000000000012345
	4000.00  0.000000000011842
	4013.33  0.000000000020078
	4026.67  0.000000000012567
	4040.00  0.000000000012778
	4053.33  0.000000000011974
	4066.67  0.000000000009296
	4080.00  0.000000000013751
	4093.33  0.000000000011574
	4106.67  0.000000000010268
	4120.00  0.000000000011214
	4133.33  0.000000000011399
	4146.67  0.000000000014550
	4160.00  0.000000000011416
	4173.33  0.000000000011642
	4186.67  0.000000000010756
	4200.00  0.000000000011994
	4213.33  0.000000000012411
	4226.67  0.000000000010733
	4240.00  0.000000000011052
	4253.33  0.000000000011506
	4266.67  0.000000000009032
	4280.00  0.000000000020766
	4293.33  0.000000000012476
	4306.67  0.000000000011896
	4320.00  0.000000000011337
	4333.33  0.000000000011708
	4346.67  0.000000000013670
	4360.00  0.000000000012228
	4373.33  0.000000000010298
	4386.67  0.000000000012595
	4400.00  0.000000000010494
	4413.33  0.000000000019741
	4426.67  0.000000000010791
	4440.00  0.000000000009925
	4453.33  0.000000000010701
	4466.67  0.000000000009404
	4480.00  0.000000000015211
	4493.33  0.000000000011142
	4506.67  0.000000000008794
	4520.00  0.000000000008190
	4533.33  0.000000000009073
	4546.67  0.000000000014871
	4560.00  0.000000000009481
	4573.33  0.000000000011282
	4586.67  0.000000000010522
	4600.00  0.000000000011037
	4613.33  0.000000000015620
	4626.67  0.000000000008682
	4640.00  0.000000000008971
	4653.33  0.000000000008062
	4666.67  0.000000000009354
	4680.00  0.000000000011234
	4693.33  0.000000000009995
	4706.67  0.000000000008951
	4720.00  0.000000000009721
	4733.33  0.000000000009254
	4746.67  0.000000000012500
	4760.00  0.000000000008587
	4773.33  0.000000000008066
	4786.67  0.000000000007964
	4800.00  0.000000000008750
	4813.33  0.000000000008086
	4826.67  0.000000000009421
	4840.00  0.000000000008074
	4853.33  0.000000000009487
	4866.67  0.000000000007811
	4880.00  0.000000000009275
	4893.33  0.000000000007435
	4906.67  0.000000000008020
	4920.00  0.000000000008584
	4933.33  0.000000000009000
	4946.67  0.000000000008398
	4960.00  0.000000000009827
	4973.33  0.000000000009329
	4986.67  0.000000000011405
	5000.00  0.000000000012229
	5013.33  0.000000000009369
	5026.67  0.000000000006119
	5040.00  0.000000000007789
	5053.33  0.000000000007209
	5066.67  0.000000000008690
	5080.00  0.000000000021407
	5093.33  0.000000000009109
	5106.67  0.000000000008072
	5120.00  0.000000000010826
	5133.33  0.000000000010311
	5146.67  0.000000000012399
	5160.00  0.000000000003244
	5173.33  0.000000000006127
	5186.67  0.000000000005916
	5200.00  0.000000000009168
	5213.33  0.000000000024082
	5226.67  0.000000000007850
	5240.00  0.000000000007616
	5253.33  0.000000000007390
	5266.67  0.000000000006921
	5280.00  0.000000000016730
	5293.33  0.000000000003491
	5306.67  0.000000000006851
	5320.00  0.000000000005717
	5333.33  0.000000000010268
	5346.67  0.000000000015372
	5360.00  0.000000000009673
	5373.33  0.000000000004636
	5386.67  0.000000000005117
	5400.00  0.000000000007329
	5413.33  0.000000000015381
	5426.67  0.000000000010083
	5440.00  0.000000000008274
	5453.33  0.000000000008206
	5466.67  0.000000000008830
	5480.00  0.000000000001935
	5493.33  0.000000000009426
	5506.67  0.000000000008782
	5520.00  0.000000000006764
	5533.33  0.000000000006817
	5546.67  0.000000000011311
	5560.00  0.000000000015714
	5573.33  0.000000000009730
	5586.67  0.000000000009123
	5600.00  0.000000000008026
	5613.33  0.000000000008358
	5626.67  0.000000000009966
	5640.00  0.000000000008851
	5653.33  0.000000000010132
	5666.67  0.000000000007867
	5680.00  0.000000000007527
	5693.33  0.000000000008713
	5706.67  0.000000000007019
	5720.00  0.000000000008511
	5733.33  0.000000000008528
	5746.67  0.000000000014235
	5760.00  0.000000000009135
	5773.33  0.000000000009356
	5786.67  0.000000000008762
	5800.00  0.000000000009725
	5813.33  0.000000000008780
	5826.67  0.000000000004533
	5840.00  0.000000000006359
	5853.33  0.000000000006088
	5866.67  0.000000000009263
	5880.00  0.000000000014343
	5893.33  0.000000000007996
	5906.67  0.000000000005588
	5920.00  0.000000000007817
	5933.33  0.000000000008474
	5946.67  0.000000000009235
	5960.00  0.000000000001572
	5973.33  0.000000000005584
	5986.67  0.000000000005033
	6000.00  0.000000000007539
	6013.33  0.000000000014628
	6026.67  0.000000000007058
	6040.00  0.000000000006315
	6053.33  0.000000000005076
	6066.67  0.000000000006422
	6080.00  0.000000000008531
	6093.33  0.000000000003720
	6106.67  0.000000000005402
	6120.00  0.000000000006250
	6133.33  0.000000000008437
	6146.67  0.000000000006677
	6160.00  0.000000000006679
	6173.33  0.000000000005716
	6186.67  0.000000000004386
	6200.00  0.000000000007936
	6213.33  0.000000000009909
	6226.67  0.000000000008565
	6240.00  0.000000000005899
	6253.33  0.000000000006737
	6266.67  0.000000000006238
	6280.00  0.000000000004958
	6293.33  0.000000000006544
	6306.67  0.000000000005927
	6320.00  0.000000000004734
	6333.33  0.000000000005469
	6346.67  0.000000000007600
	6360.00  0.000000000009976
	6373.33  0.000000000006396
	6386.67  0.000000000006785
	6400.00  0.000000000005650
	6413.33  0.000000000004546
	6426.67  0.000000000006399
	6440.00  0.000000000006081
	6453.33  0.000000000005521
	6466.67  0.000000000005890
	6480.00  0.000000000006953
	6493.33  0.000000000006007
	6506.67  0.000000000006064
	6520.00  0.000000000006332
	6533.33  0.000000000005820
	6546.67  0.000000000006998
	6560.00  0.000000000007448
	6573.33  0.000000000005377
	6586.67  0.000000000007944
	6600.00  0.000000000005782
	6613.33  0.000000000005456
	6626.67  0.000000000003478
	6640.00  0.000000000005641
	6653.33  0.000000000005059
	6666.67  0.000000000005444
	6680.00  0.000000000008050
	6693.33  0.000000000005778
	6706.67  0.000000000005883
	6720.00  0.000000000006446
	6733.33  0.000000000005010
	6746.67  0.000000000006509
	6760.00  0.000000000006038
	6773.33  0.000000000005343
	6786.67  0.000000000005310
	6800.00  0.000000000006405
	6813.33  0.000000000007602
	6826.67  0.000000000006234
	6840.00  0.000000000005446
	6853.33  0.000000000006410
	6866.67  0.000000000006826
	6880.00  0.000000000005471
	6893.33  0.000000000004837
	6906.67  0.000000000004739
	6920.00  0.000000000003974
	6933.33  0.000000000006283
	6946.67  0.000000000006719
	6960.00  0.000000000005979
	6973.33  0.000000000006126
	6986.67  0.000000000006103
	7000.00  0.000000000005017
	7013.33  0.000000000004991
	7026.67  0.000000000003893
	7040.00  0.000000000004564
	7053.33  0.000000000004201
	7066.67  0.000000000006526
	7080.00  0.000000000005700
	7093.33  0.000000000004974
	7106.67  0.000000000005788
	7120.00  0.000000000004981
	7133.33  0.000000000003849
	7146.67  0.000000000005105
	7160.00  0.000000000003065
	7173.33  0.000000000004174
	7186.67  0.000000000005653
	7200.00  0.000000000005350
	7213.33  0.000000000004920
	7226.67  0.000000000005931
	7240.00  0.000000000003517
	7253.33  0.000000000005256
	7266.67  0.000000000006260
	7280.00  0.000000000005266
	7293.33  0.000000000002195
	7306.67  0.000000000004224
	7320.00  0.000000000003957
	7333.33  0.000000000003796
	7346.67  0.000000000006412
	7360.00  0.000000000005561
	7373.33  0.000000000007107
	7386.67  0.000000000005319
	7400.00  0.000000000005882
	7413.33  0.000000000004626
	7426.67  0.000000000005781
	7440.00  0.000000000004331
	7453.33  0.000000000003411
	7466.67  0.000000000004523
	7480.00  0.000000000004476
	7493.33  0.000000000005585
	7506.67  0.000000000003869
	7520.00  0.000000000005477
	7533.33  0.000000000004448
	7546.67  0.000000000005711
	7560.00  0.000000000006050
	7573.33  0.000000000005128
	7586.67  0.000000000003698
	7600.00  0.000000000005275
	7613.33  0.000000000003450
	7626.67  0.000000000005155
	7640.00  0.000000000003699
	7653.33  0.000000000004735
	7666.67  0.000000000004124
	7680.00  0.000000000005303
	7693.33  0.000000000003184
	7706.67  0.000000000004726
	7720.00  0.000000000004758
	7733.33  0.000000000005476
	7746.67  0.000000000004043
	7760.00  0.000000000004789
	7773.33  0.000000000006772
	7786.67  0.000000000004153
	7800.00  0.000000000005825
	7813.33  0.000000000005195
	7826.67  0.000000000004831
	7840.00  0.000000000004480
	7853.33  0.000000000005776
	7866.67  0.000000000004656
	7880.00  0.000000000005817
	7893.33  0.000000000005322
	7906.67  0.000000000005292
	7920.00  0.000000000004777
	7933.33  0.000000000004213
	7946.67  0.000000000004311
	7960.00  0.000000000006784
	7973.33  0.000000000004981
	7986.67  0.000000000005841
	8000.00  0.000000000005704
	8013.33  0.000000000003464
	8026.67  0.000000000005458
	8040.00  0.000000000004240
	8053.33  0.000000000004798
	8066.67  0.000000000004118
	8080.00  0.000000000005135
	8093.33  0.000000000004941
	8106.67  0.000000000004868
	8120.00  0.000000000004579
	8133.33  0.000000000007493
	8146.67  0.000000000004093
	8160.00  0.000000000005209
	8173.33  0.000000000004186
	8186.67  0.000000000003751
	8200.00  0.000000000002605
	8213.33  0.000000000008619
	8226.67  0.000000000003895
	8240.00  0.000000000005201
	8253.33  0.000000000005140
	8266.67  0.000000000008128
	8280.00  0.000000000003286
	8293.33  0.000000000005901
	8306.67  0.000000000004000
	8320.00  0.000000000003979
	8333.33  0.000000000003073
	8346.67  0.000000000008555
	8360.00  0.000000000001146
	8373.33  0.000000000005920
	8386.67  0.000000000006759
	8400.00  0.000000000006472
	8413.33  0.000000000003707
	8426.67  0.000000000006085
	8440.00  0.000000000005980
	8453.33  0.000000000003971
	8466.67  0.000000000004314
	8480.00  0.000000000007090
	8493.33  0.000000000001258
	8506.67  0.000000000006013
	8520.00  0.000000000005455
	8533.33  0.000000000005163
	8546.67  0.000000000006789
	8560.00  0.000000000004640
	8573.33  0.000000000008526
	8586.67  0.000000000005490
	8600.00  0.000000000006435
	8613.33  0.000000000005405
	8626.67  0.000000000002271
	8640.00  0.000000000004992
	8653.33  0.000000000004147
	8666.67  0.000000000004432
	8680.00  0.000000000006480
	8693.33  0.000000000004932
	8706.67  0.000000000008076
	8720.00  0.000000000004887
	8733.33  0.000000000005584
	8746.67  0.000000000004788
	8760.00  0.000000000003205
	8773.33  0.000000000004381
	8786.67  0.000000000004200
	8800.00  0.000000000004677
	8813.33  0.000000000007150
	8826.67  0.000000000007051
	8840.00  0.000000000006260
	8853.33  0.000000000005390
	8866.67  0.000000000005453
	8880.00  0.000000000003651
	8893.33  0.000000000005406
	8906.67  0.000000000004466
	8920.00  0.000000000003464
	8933.33  0.000000000004729
	8946.67  0.000000000008364
	8960.00  0.000000000006141
	8973.33  0.000000000004681
	8986.67  0.000000000005037
	9000.00  0.000000000004078
	9013.33  0.000000000004054
	9026.67  0.000000000008010
	9040.00  0.000000000004764
	9053.33  0.000000000003633
	9066.67  0.000000000004804
	9080.00  0.000000000005683
	9093.33  0.000000000005704
	9106.67  0.000000000003099
	9120.00  0.000000000004171
	9133.33  0.000000000005423
	9146.67  0.000000000004652
	9160.00  0.000000000009535
	9173.33  0.000000000004499
	9186.67  0.000000000004334
	9200.00  0.000000000004841
	9213.33  0.000000000004692
	9226.67  0.000000000005771
	9240.00  0.000000000002615
	9253.33  0.000000000003924
	9266.67  0.000000000005192
	9280.00  0.000000000004128
	9293.33  0.000000000006952
	9306.67  0.000000000004127
	9320.00  0.000000000004777
	9333.33  0.000000000004636
	9346.67  0.000000000005378
	9360.00  0.000000000004760
	9373.33  0.000000000003158
	9386.67  0.000000000003953
	9400.00  0.000000000004825
